Date,Product,Category,Region,Sales_Rep,Units_Sold,Price,Revenue,Cost
2023-03-30, Laptop ,Electronics,Europe,Rep_4,6,208.5,1251.0,1089.29
2024-08-26,Router,Accessories,South America,Rep_12,6,846.12,5076.72,4555.74
2024-03-15,Smartphone,Electronics,Europe,Rep_8,2,110.54,221.08,160.64
2023-10-11,Router,Accessories,NorthAmerica,Rep_8,3,503.97,1511.91,945.42
2024-07-20,Printer,Accessories,Asia,Rep_1,15,139.37,2090.55,1331.47
2024-11-05,Smartphone,Electronics,Europe,Rep_17,17,294.45,5005.65,3704.09
2024-09-13,Printer,Accessories,Europe,Rep_13,6,861.04,5166.24,4173.02
2023-10-30,Router,Accessories,NorthAmerica,Rep_8,18,463.51,8343.18,5200.17
2024-05-21,Monitor,Accessories,N. America,Rep_8,9,375.68,3381.12,2828.97
2024-05-26,Router,Accessories,NorthAmerica,Rep_17,12,818.54,9822.48,8316.96
2023-01-13,Smartphone,Electronics,Asia,Rep_5,12,924.97,,8094.92
2024-02-01,Printer,Accessories,South America,Rep_12,8,900.69,7205.52,4349.92
2024-07-13, Router ,Accessories,Europe,Rep_16,4,453.68,1814.72,1375.09
2023-03-16, Laptop ,Electronics,NA,Rep_1,2,250.17,500.34,364.83
2023-09-26,Tablet,Electronics,N. America,Rep_2,4,140.3,561.2,464.99
2024-02-12,Printer,Accessories,Asia,Rep_17,15,239.01,3585.15,2178.46
2024-03-01,Monitor,Accessories,South America,Rep_3,18,673.21,12117.78,8508.88
2024-10-17,Printer,Accessories,Europe,Rep_9  ,11,380.1,4181.1,3357.99
2023-03-27,Smartphone,Electronics,NA,Rep_17,5,577.98,2889.9,2463.69
2023-07-28,Tablet,Electronics,Asia,Rep_13,12,603.72,7244.64,4575.55
2024-08-23,Router,Accessories,NA,Rep_10,17,226.5,3850.5,2871.23
2024-12-16,Monitor,Accessories,Europe,Rep_2,3,967.62,2902.86,2076.31
2023-09-08,Laptop,Electronics,South America,Rep_4,14,127.86,1790.04,1282.38
2024-04-09,Printer,Accessories,NorthAmerica,Rep_10,10,455.89,4558.9,3163.7
2024-11-13,Router,Accessories,Europe,Rep_4,15,539.07,8086.05,5167.1
2023-01-13,Router,Accessories,Europe,Rep_1,5,960.33,4801.65,3333.26
2023-06-17,Monitor,Accessories,Asia,Rep_17,6,642.65,3855.9,3269.85
2024-06-13,Router,Accessories,Asia,Rep_6,17,179.38,3049.46,2384.87
2024-01-16,Tablet,Electronics,Asia,Rep_4,17,446.96,7598.32,5334.9
2023-01-31,Smartphone,Electronics,South America,Rep_9  ,4,982.1,3928.4,2920.23
2024-06-20,Laptop,Electronics,Asia,Rep_19,13,587.53,7637.89,6328.53
2024-10-04,Laptop,Electronics,South America,Rep_15,19,420.57,7990.83,6776.58
2024-06-07,Smartphone,Electronics,N. America,Rep_16  ,13,275.16,3577.08,2208.11
2024-08-03, Tablet ,Electronics,Asia,Rep_6,14,709.65,9935.1,6661.6
2023-09-19, Laptop ,Electronics,NA,Rep_8,11,601.94,6621.34,4662.64
2024-06-05,Laptop,Electronics,NA,Rep_1,3,235.47,706.41,596.94
2023-09-08,Laptop,Electronics,South America,Rep_12,4,461.6,1846.4,1658.35
2024-01-28,Tablet,Electronics,Europe,Rep_2,18,661.07,11899.26,9172.11
2024-07-20,Router,Accessories,South America,Rep_8,19,281.18,5342.42,3838.75
2023-11-26,Tablet,Electronics,South America,Rep_11,5,,2639.95,2014.04
2023-10-05, Laptop ,Electronics,Asia,Rep_4,19,219.14,4163.66,3238.93
2024-05-29,Router,Accessories,N. America,Rep_6,2,749.93,1499.86,1139.92
2023-08-17,Printer,Accessories,NorthAmerica,Rep_13,12,134.18,1610.16,1326.38
2023-03-12,Monitor,Accessories,Asia,Rep_10,7,212.34,1486.38,1245.98
2023-12-02,Laptop,Electronics,South America,Rep_1,9,889.38,8004.42,7069.6
2024-01-13,Tablet,Electronics,Asia,Rep_19,17,954.2,16221.4,12228.84
2023-11-08,Router,Accessories,Europe,Rep_15,12,535.07,6420.84,5515.91
2024-01-13,Printer,Accessories,South America,Rep_7,4,357.21,1428.84,944.42
2024-07-13,Tablet,Electronics,Europe,Rep_1,15,645.18,9677.7,8473.99
2024-02-24, Laptop ,Electronics,Europe,Rep_18,19,619.55,11771.45,10119.6
2023-12-21,Router,Accessories,NA,Rep_11,14,510.38,7145.32,5237.78
2023-01-02,Router,Accessories,South America,Rep_10,15,788.08,11821.2,9126.66
2023-04-17,Tablet,Electronics,Europe,Rep_14,13,528.84,6874.92,6179.43
2024-05-18,Laptop,Electronics,Europe,Rep_9,8,868.57,6948.56,5084.57
2023-04-06, Laptop ,Electronics,Europe,Rep_17,17,368.59,6266.03,4211.49
2024-02-27,Router,Accessories,Asia,Rep_15,6,330.44,1982.64,1207.9
2023-03-28,Printer,Accessories,N. America,Rep_17,15,663.93,9958.95,8743.11
2023-05-17,Router,Accessories,South America,Rep_3,16,786.34,12581.44,11056.28
2024-08-29,Printer,Accessories,N. America,Rep_14,11,884.84,9733.24,7379.43
2024-11-09,Tablet,Electronics,Europe,Rep_10  ,16,837.82,13405.12,9383.88
2023-09-25,Smartphone,Electronics,South America,Rep_11,3,289.63,868.89,770.91
2023-11-22,Monitor,Accessories,Asia,Rep_8,15,991.49,14872.35,9818.66
2023-03-18,Tablet,Electronics,Europe,Rep_19,17,180.83,3074.11,1846.6
2023-04-22,Tablet,Electronics,NA,Rep_6  ,3,764.08,2292.24,1948.96
2024-04-05, Monitor ,Accessories,Asia,Rep_14,1,162.13,162.13,97.55
2023-05-04,Printer,Accessories,Asia,Rep_7  ,8,792.03,6336.24,5053.55
2024-04-07,Smartphone,Electronics,South America,Rep_9,1,861.33,861.33,675.35
2023-05-03,Laptop,Electronics,Europe,Rep_10,8,459.19,3673.52,3001.06
2024-12-22,Router,Accessories,NA,Rep_7,14,466.79,6535.06,4719.18
2023-12-02,Tablet,Electronics,NA,Rep_8,6,375.52,2253.12,1723.05
2023-12-31,Monitor,Accessories,NorthAmerica,Rep_10,14,,11583.74,10243.58
2023-09-24,Tablet,Electronics,NorthAmerica,Rep_13,2,105.48,210.96,132.96
2024-04-08, Printer ,Accessories,Europe,Rep_4,6,369.61,2217.66,1381.73
2024-04-18,Laptop,Electronics,Europe,Rep_4,2,815.06,1630.12,1323.86
2023-01-13,Laptop,Electronics,Europe,Rep_5,2,165.61,331.22,238.76
2023-07-22,Monitor,Accessories,Asia,Rep_3,15,290.0,4350.0,3736.74
2024-08-19,Printer,Accessories,Asia,Rep_3,3,823.13,2469.39,2170.02
2023-01-23,Laptop,Electronics,Europe,Rep_15,7,528.79,3701.53,2471.91
2023-05-12,Laptop,Electronics,Asia,Rep_4,9,297.35,2676.15,1632.72
2023-02-13,Monitor,Accessories,N. America,Rep_6,19,422.03,8018.57,6369.51
2024-08-10,Monitor,Accessories,South America,Rep_16,17,747.81,12712.77,10934.0
2023-01-31,Monitor,Accessories,South America,Rep_6,10,627.28,6272.8,4939.42
2023-12-29,Tablet,Electronics,Europe,Rep_9,18,317.74,5719.32,4656.59
2023-10-14,Monitor,Accessories,Europe,Rep_2,15,597.25,8958.75,6773.27
2024-09-20,Printer,Accessories,Europe,Rep_10  ,13,925.11,12026.43,9815.93
2024-05-25,Monitor,Accessories,South America,Rep_2,12,547.03,6564.36,4498.44
2023-03-31, Smartphone ,Electronics,South America,Rep_5,18,,15145.2,12366.31
2024-03-05,Tablet,Electronics,Europe,Rep_18,9,773.78,6964.02,4841.92
2023-01-20,Monitor,Accessories,Asia,Rep_16,17,560.02,9520.34,5846.02
2024-07-11,Monitor,Accessories,Asia,Rep_19,6,906.15,5436.9,4213.49
2024-05-29,Smartphone,Electronics,South America,Rep_9,8,103.44,827.52,557.79
2023-07-04,Laptop,Electronics,Asia,Rep_20,11,844.04,9284.44,5932.56
2023-08-13,Laptop,Electronics,Asia,Rep_2  ,9,858.44,7725.96,5361.85
2024-04-28,Printer,Accessories,Asia,Rep_19  ,4,916.48,,3236.62
2023-08-27,Tablet,Electronics,N. America,Rep_8,19,918.95,17460.05,12452.43
2024-11-03,Tablet,Electronics,Asia,Rep_18,12,707.63,8491.56,5390.5
2023-02-27,Tablet,Electronics,South America,Rep_12,1,937.15,937.15,799.65
2023-06-27,Tablet,Electronics,Europe,Rep_19,10,225.2,2252.0,1522.96
2023-11-22,Router,Accessories,Asia,Rep_19,11,699.75,7697.25,6849.12
2023-01-29,Router,Accessories,Asia,Rep_19,12,216.64,2599.68,2087.11
2024-07-31,Tablet,Electronics,Europe,Rep_16  ,9,194.83,,1463.35
2024-07-09,Smartphone,Electronics,Europe,Rep_16,12,999.52,11994.24,7573.67
2023-02-08, Laptop ,Electronics,NA,Rep_8,16,446.61,7145.76,6143.54
2024-09-08,Tablet,Electronics,N. America,Rep_17,3,511.93,1535.79,1017.71
2024-05-04,Laptop,Electronics,Asia,Rep_20  ,14,793.7,11111.8,6676.68
2023-07-26,Tablet,Electronics,Asia,Rep_6,7,790.81,5535.67,4013.09
2023-11-28,Laptop,Electronics,NorthAmerica,Rep_5,13,474.22,6164.86,5029.89
2024-08-23, Router ,Accessories,Europe,Rep_4,9,691.62,,4616.67
2024-06-22, Smartphone ,Electronics,N. America,Rep_12,1,816.62,816.62,674.7
2024-12-22,Router,Accessories,South America,Rep_19,13,365.77,4755.01,3047.87
2023-04-14,Smartphone,Electronics,Asia,Rep_11,7,213.15,1492.05,1225.17
2023-05-20,Tablet,Electronics,South America,Rep_16,6,680.35,4082.1,2933.15
2024-10-26,Smartphone,Electronics,Europe,Rep_18,8,521.34,4170.72,3227.11
2024-12-11,Printer,Accessories,Asia,Rep_8,11,431.01,4741.11,2927.29
2024-11-12,Printer,Accessories,Europe,Rep_13,10,589.43,5894.3,3713.17
2023-11-11,Router,Accessories,Asia,Rep_5  ,10,113.22,1132.2,808.08
2023-07-01,Router,Accessories,N. America,Rep_19  ,2,117.39,234.78,149.63
2024-02-05,Printer,Accessories,NA,Rep_6  ,10,128.28,1282.8,1053.0
2024-09-08,Smartphone,Electronics,Europe,Rep_19,6,577.84,3467.04,2699.23
2023-04-17, Monitor ,Accessories,Europe,Rep_11,11,889.88,9788.68,5995.54
2023-03-21,Tablet,Electronics,Asia,Rep_11,6,786.08,4716.48,3473.57
2023-06-21,Router,Accessories,NA,Rep_11,16,795.63,12730.08,9628.89
2024-04-02,Laptop,Electronics,Asia,Rep_7,12,213.0,2556.0,1546.6
2023-09-13,Router,Accessories,NorthAmerica,Rep_12,15,826.44,12396.6,7885.01
2023-09-20,Laptop,Electronics,N. America,Rep_2,6,491.96,2951.76,2065.14
2024-01-31,Monitor,Accessories,South America,Rep_6,1,765.12,765.12,510.32
2024-02-28,Monitor,Accessories,South America,Rep_12  ,12,101.22,1214.64,838.03
2024-07-13,Monitor,Accessories,N. America,Rep_16  ,4,593.54,2374.16,2050.74
2024-08-14,Router,Accessories,Europe,Rep_6,19,121.24,2303.56,2003.1
2024-04-07,Laptop,Electronics,N. America,Rep_10,1,645.53,645.53,443.7
2023-01-21,Smartphone,Electronics,Asia,Rep_4,13,458.2,5956.6,4115.26
2023-03-17,Smartphone,Electronics,Europe,Rep_13,3,739.12,2217.36,1953.97
2023-06-14,Router,Accessories,NA,Rep_18,2,535.67,1071.34,883.03
2023-04-06, Smartphone ,Electronics,South America,Rep_1,12,152.06,1824.72,1619.14
2024-03-17,Router,Accessories,Europe,Rep_20,9,315.24,2837.16,2154.03
2024-03-20,Tablet,Electronics,NorthAmerica,Rep_4,18,680.13,12242.34,9406.87
2023-12-06,Tablet,Electronics,Europe,Rep_14  ,9,284.48,2560.32,2093.54
2024-12-14,Printer,Accessories,Asia,Rep_10,7,226.72,1587.04,1248.56
2023-11-01, Tablet ,Electronics,N. America,Rep_2,10,383.63,3836.3,2619.7
2024-02-07,Printer,Accessories,South America,Rep_5,13,830.01,10790.13,8532.69
2023-02-25,Smartphone,Electronics,N. America,Rep_14,15,,3712.35,2943.32
2023-03-31,Smartphone,Electronics,South America,Rep_7  ,1,410.67,410.67,359.44
2023-04-10,Laptop,Electronics,Europe,Rep_6,15,154.57,2318.55,1871.07
2024-10-15, Smartphone ,Electronics,N. America,Rep_16,17,937.55,15938.35,11940.91
2023-04-29,Smartphone,Electronics,South America,Rep_16,9,502.91,4526.19,2898.04
2024-05-15,Router,Accessories,Asia,Rep_3,18,371.73,6691.14,5542.45
2024-10-19,Printer,Accessories,South America,Rep_6,14,168.62,2360.68,1610.95
2024-01-15,Monitor,Accessories,Asia,Rep_6,18,592.17,,6972.01
2024-04-01,Laptop,Electronics,Asia,Rep_15,3,249.17,747.51,548.42
2024-04-21,Smartphone,Electronics,Europe,Rep_9,12,907.91,10894.92,8741.05
2024-07-31,Laptop,Electronics,Europe,Rep_4,17,983.07,16712.19,14003.86
2023-03-29,Router,Accessories,Asia,Rep_18,11,452.67,4979.37,3972.21
2024-02-28, Printer ,Accessories,Europe,Rep_18,9,,2495.07,2209.21
2023-03-04, Monitor ,Accessories,South America,Rep_18,16,466.01,7456.16,6605.46
2024-12-04,Monitor,Accessories,Europe,Rep_16,12,333.59,4003.08,2926.65
2023-11-03,Laptop,Electronics,South America,Rep_2,19,258.49,4911.31,3262.03
2024-05-29,Printer,Accessories,Europe,Rep_4,18,983.06,,11626.24
2024-04-04,Tablet,Electronics,Europe,Rep_7,19,758.91,14419.29,10187.41
2023-07-17,Tablet,Electronics,N. America,Rep_14,17,964.12,16390.04,12398.05
2023-03-22,Router,Accessories,South America,Rep_7,2,970.35,1940.7,1393.11
2024-10-04,Tablet,Electronics,Asia,Rep_11,10,529.21,5292.1,4315.7
2023-03-10,Laptop,Electronics,South America,Rep_18,15,308.84,4632.6,3416.41
2024-02-11,Printer,Accessories,Asia,Rep_9,17,246.43,4189.31,3223.78
2024-06-16,Monitor,Accessories,NorthAmerica,Rep_20,12,110.89,1330.68,802.02
2024-08-24,Printer,Accessories,South America,Rep_4,5,439.29,2196.45,1681.6
2024-02-29, Tablet ,Electronics,Europe,Rep_19  ,11,141.45,,1310.77
2024-08-25,Printer,Accessories,NorthAmerica,Rep_4,8,863.24,6905.92,5653.59
2024-07-30,Laptop,Electronics,Asia,Rep_18,5,321.23,1606.15,1157.76
2023-12-19, Monitor ,Accessories,Asia,Rep_13,12,696.19,8354.28,5309.57
2024-11-01,Monitor,Accessories,South America,Rep_2,9,238.43,2145.87,1924.9
2023-06-26,Smartphone,Electronics,South America,Rep_5,2,993.93,1987.86,1219.5
2024-09-25,Printer,Accessories,South America,Rep_2,7,434.55,3041.85,2183.25
2024-02-10,Smartphone,Electronics,Europe,Rep_2,3,151.93,455.79,334.24
2024-05-01, Smartphone ,Electronics,Asia,Rep_1,14,,9237.76,8293.04
2023-12-12,Smartphone,Electronics,Asia,Rep_9,18,690.97,12437.46,8359.46
2024-05-18,Router,Accessories,NorthAmerica,Rep_8,13,976.94,12700.22,7724.98
2023-05-18, Smartphone ,Electronics,South America,Rep_11,11,776.59,8542.49,5711.58
2023-10-03,Router,Accessories,South America,Rep_20  ,1,257.7,257.7,221.63
2024-10-23,Laptop,Electronics,Europe,Rep_15,13,302.4,3931.2,2867.47
2023-08-05,Monitor,Accessories,South America,Rep_17,11,606.99,6676.89,4862.45
2024-01-18,Laptop,Electronics,Europe,Rep_3,12,782.9,9394.8,6433.08
2023-11-15,Router,Accessories,South America,Rep_5,7,904.68,6332.76,5597.76
2024-06-20, Printer ,Accessories,NA,Rep_6,8,460.85,3686.8,3056.11
2023-07-17,Tablet,Electronics,N. America,Rep_8,10,900.0,9000.0,6870.17
2023-02-03,Monitor,Accessories,N. America,Rep_12,13,632.02,8216.26,5388.56
2024-12-22,Tablet,Electronics,Asia,Rep_12,19,634.42,12053.98,7351.03
2024-04-20,Printer,Accessories,South America,Rep_4,14,164.04,2296.56,1425.48
2024-11-28,Laptop,Electronics,Europe,Rep_12,15,891.55,13373.25,9869.47
2024-05-15,Printer,Accessories,South America,Rep_6,15,829.79,12446.85,10589.13
2024-04-30,Printer,Accessories,Asia,Rep_12,4,724.26,2897.04,2408.42
2023-06-17,Smartphone,Electronics,N. America,Rep_10,10,842.31,8423.1,6356.9
2023-01-29,Monitor,Accessories,N. America,Rep_6,17,585.19,9948.23,6811.97
2024-08-08,Tablet,Electronics,Europe,Rep_8,13,133.81,1739.53,1110.45
2024-11-24,Tablet,Electronics,Asia,Rep_14,9,100.01,900.09,652.54
2024-06-09, Laptop ,Electronics,NorthAmerica,Rep_16,6,149.17,895.02,798.29
2023-05-16,Router,Accessories,Europe,Rep_20,7,283.22,1982.54,1195.53
2023-01-09,Tablet,Electronics,Asia,Rep_20,3,894.46,2683.38,1651.81
2023-11-09,Router,Accessories,Asia,Rep_14,4,970.16,3880.64,2589.5
2024-01-21,Smartphone,Electronics,South America,Rep_9,4,767.71,3070.84,2624.12
2023-08-12,Monitor,Accessories,Asia,Rep_17,18,906.44,16315.92,13793.61
2024-09-30,Monitor,Accessories,NA,Rep_1,16,835.1,13361.6,8744.96
2024-06-07,Router,Accessories,Asia,Rep_18,16,911.75,14588.0,12283.21
2024-10-24, Printer ,Accessories,Asia,Rep_10,7,298.44,2089.08,1731.31
2024-12-01,Laptop,Electronics,South America,Rep_3,8,694.91,5559.28,3466.42
2023-12-11, Smartphone ,Electronics,Asia,Rep_9,10,738.39,7383.9,4800.99
2023-09-25,Router,Accessories,Asia,Rep_7  ,9,341.96,3077.64,2426.81
2023-06-03,Printer,Accessories,Europe,Rep_2,17,641.4,10903.8,7512.37
2024-09-06,Monitor,Accessories,Asia,Rep_5,5,192.26,961.3,724.97
2023-01-27,Router,Accessories,South America,Rep_10,19,432.35,8214.65,7227.89
2023-09-23, Monitor ,Accessories,South America,Rep_13,2,727.49,1454.98,1184.79
2023-02-06, Printer ,Accessories,Europe,Rep_11,6,928.9,5573.4,4505.42
2024-12-31,Tablet,Electronics,South America,Rep_12,7,865.42,,4261.04
2024-06-03,Smartphone,Electronics,Europe,Rep_18,2,826.36,1652.72,1088.44
2023-07-05,Smartphone,Electronics,NA,Rep_16,13,292.05,3796.65,3035.59
2023-05-12,Router,Accessories,Asia,Rep_18,3,206.99,620.97,515.04
2023-07-07, Router ,Accessories,Asia,Rep_3,16,605.87,9693.92,8570.66
2023-08-16,Smartphone,Electronics,Europe,Rep_10,1,380.79,380.79,283.59
2024-03-06,Smartphone,Electronics,Asia,Rep_9,4,807.59,3230.36,2649.97
2024-08-22, Smartphone ,Electronics,South America,Rep_4,18,114.46,2060.28,1719.62
2024-04-26,Laptop,Electronics,N. America,Rep_16,3,110.28,330.84,268.35
2023-07-19,Printer,Accessories,NorthAmerica,Rep_13,14,858.95,12025.3,7566.97
2024-06-26,Smartphone,Electronics,South America,Rep_2,19,735.57,13975.83,10625.64
2023-06-04,Tablet,Electronics,Europe,Rep_11,8,146.5,1172.0,880.69
2024-02-24,Printer,Accessories,South America,Rep_5,16,876.38,14022.08,9167.31
2023-11-20,Router,Accessories,Europe,Rep_3,3,957.22,2871.66,1918.32
2024-05-14,Smartphone,Electronics,Europe,Rep_11,11,878.77,9666.47,6255.97
2024-10-11,Laptop,Electronics,NA,Rep_15,4,,2650.12,1841.74
2023-10-08, Tablet ,Electronics,Europe,Rep_19  ,19,551.36,10475.84,6508.3
2023-06-12,Monitor,Accessories,NA,Rep_5,14,662.39,9273.46,7154.7
2024-09-21,Monitor,Accessories,South America,Rep_13,16,983.72,15739.52,12409.01
2024-03-15,Monitor,Accessories,South America,Rep_1,16,,3944.48,2587.87
2023-02-08,Printer,Accessories,Europe,Rep_12,12,358.87,4306.44,2980.2
2023-01-15,Smartphone,Electronics,Europe,Rep_1,12,659.16,7909.92,5538.64
2024-11-23,Laptop,Electronics,Europe,Rep_8,14,644.95,9029.3,6087.01
2024-12-11, Smartphone ,Electronics,Asia,Rep_5,1,357.18,357.18,260.68
2023-04-16,Monitor,Accessories,Asia,Rep_6,19,709.79,,8383.35
2023-03-08,Laptop,Electronics,Asia,Rep_10,15,443.3,6649.5,5948.74
2024-04-11,Router,Accessories,Asia,Rep_14  ,7,669.05,4683.35,3089.59
2024-12-04,Tablet,Electronics,Asia,Rep_16,19,806.74,15328.06,11960.96
2024-01-03, Tablet ,Electronics,Europe,Rep_13,18,947.15,17048.7,14907.71
2023-01-20,Tablet,Electronics,Europe,Rep_5  ,8,160.75,1286.0,971.71
2023-08-05,Router,Accessories,N. America,Rep_19,17,192.81,3277.77,2505.32
2024-05-31,Tablet,Electronics,NA,Rep_12,9,,6876.9,5579.69
2024-12-29,Router,Accessories,N. America,Rep_13,9,284.0,2556.0,1932.11
2024-10-17,Smartphone,Electronics,NorthAmerica,Rep_20,7,337.85,2364.95,1564.65
2023-02-19,Router,Accessories,N. America,Rep_1,3,341.68,1025.04,703.42
2023-02-19,Router,Accessories,NA,Rep_14  ,10,720.8,7208.0,4636.06
2024-03-30,Monitor,Accessories,N. America,Rep_18  ,7,254.9,1784.3,1566.0
2023-09-16,Monitor,Accessories,Europe,Rep_7,9,182.86,1645.74,1283.21
2024-12-12,Router,Accessories,N. America,Rep_10,3,683.65,2050.95,1395.1
2024-03-06,Router,Accessories,N. America,Rep_17,2,733.41,1466.82,1044.34
2023-10-04,Printer,Accessories,Europe,Rep_14  ,10,505.62,5056.2,4053.13
2023-04-18,Printer,Accessories,N. America,Rep_10,6,381.62,2289.72,1560.05
2023-04-27,Laptop,Electronics,South America,Rep_7,2,879.49,1758.98,1554.97
2024-09-15,Tablet,Electronics,Asia,Rep_17,10,651.03,6510.3,4322.35
2023-07-26,Smartphone,Electronics,South America,Rep_10,19,894.69,16999.11,11232.84
2023-06-14,Laptop,Electronics,South America,Rep_7,4,731.03,2924.12,2351.09
2024-12-05,Monitor,Accessories,Asia,Rep_8,1,113.86,113.86,88.23
2023-01-03,Laptop,Electronics,N. America,Rep_4,17,587.79,9992.43,8812.28
2024-08-10,Router,Accessories,South America,Rep_5,10,459.13,4591.3,3911.51
2023-04-03,Printer,Accessories,N. America,Rep_4,10,765.47,7654.7,5085.79
2023-09-20,Router,Accessories,Europe,Rep_15,6,,1150.2,692.99
2023-10-31,Smartphone,Electronics,South America,Rep_2,18,183.36,3300.48,2721.3
2023-04-13, Tablet ,Electronics,NA,Rep_10,15,332.84,4992.6,3646.2
2024-01-04,Router,Accessories,Asia,Rep_14,9,494.55,,4000.86
2023-04-29,Laptop,Electronics,N. America,Rep_1,17,592.19,10067.23,8065.89
2023-05-22,Router,Accessories,Europe,Rep_11,18,742.65,13367.7,8387.13
2024-01-02,Monitor,Accessories,Asia,Rep_3,17,836.53,14221.01,8746.0
2024-01-17,Smartphone,Electronics,Europe,Rep_4,15,126.55,1898.25,1341.67
2024-02-15,Monitor,Accessories,South America,Rep_9,14,343.73,4812.22,3244.73
2024-01-30,Router,Accessories,South America,Rep_14,8,419.37,3354.96,2440.5
2024-10-26,Tablet,Electronics,NA,Rep_5  ,1,705.58,705.58,440.53
2024-12-13,Router,Accessories,N. America,Rep_6,16,399.73,6395.68,5535.39
2023-04-17,Monitor,Accessories,South America,Rep_19,19,544.15,10338.85,7082.02
2024-11-25, Monitor ,Accessories,Europe,Rep_20,14,457.7,6407.8,4832.02
2024-01-24,Smartphone,Electronics,NorthAmerica,Rep_5,14,362.35,5072.9,4216.71
2024-05-09,Monitor,Accessories,N. America,Rep_14  ,17,928.69,15787.73,12240.77
2024-03-27,Laptop,Electronics,NA,Rep_9,7,341.97,2393.79,1700.87
2024-11-01,Smartphone,Electronics,NA,Rep_17,5,699.82,3499.1,2926.0
2024-08-13,Router,Accessories,Europe,Rep_11,2,667.22,1334.44,900.1
2024-06-15,Printer,Accessories,NorthAmerica,Rep_14,6,484.84,2909.04,2131.64
2024-11-08, Router ,Accessories,Europe,Rep_16,11,942.65,10369.15,6420.6
2023-12-21,Router,Accessories,South America,Rep_5,2,550.07,1100.14,919.2
2024-07-25,Printer,Accessories,N. America,Rep_1,13,370.94,4822.22,3620.47
2024-10-20,Tablet,Electronics,South America,Rep_16,11,541.99,5961.89,5235.33
2023-06-19,Laptop,Electronics,South America,Rep_11  ,15,352.93,5293.95,4308.68
2023-09-04,Smartphone,Electronics,Asia,Rep_2,6,689.66,,2805.83
2024-06-03,Tablet,Electronics,South America,Rep_13,6,200.69,1204.14,909.04
2023-08-29,Laptop,Electronics,South America,Rep_15,17,267.08,4540.36,3628.95
2024-08-09,Monitor,Accessories,NorthAmerica,Rep_16,7,748.51,5239.57,4442.87
2024-04-02,Smartphone,Electronics,N. America,Rep_16,19,199.39,3788.41,2601.71
2024-10-31,Laptop,Electronics,N. America,Rep_13,4,932.1,3728.4,2732.89
2024-02-27,Laptop,Electronics,NA,Rep_3,10,582.0,5820.0,4115.12
2024-09-10, Printer ,Accessories,Asia,Rep_17,13,377.02,4901.26,4284.37
2024-07-29,Tablet,Electronics,South America,Rep_11,5,394.07,1970.35,1391.71
2024-01-08,Laptop,Electronics,Europe,Rep_15,10,344.35,3443.5,2305.54
2023-12-06,Printer,Accessories,South America,Rep_12,17,192.31,3269.27,2346.74
2024-04-08,Laptop,Electronics,NorthAmerica,Rep_8  ,19,845.98,16073.62,11326.55
2023-01-03,Smartphone,Electronics,Asia,Rep_10,9,872.94,7856.46,6309.38
2024-07-14,Printer,Accessories,Asia,Rep_4,17,410.3,6975.1,5151.48
2023-02-16,Tablet,Electronics,South America,Rep_5,9,244.33,2198.97,1763.78
2024-02-24,Laptop,Electronics,Asia,Rep_20,13,749.74,9746.62,6973.13
2023-07-20,Tablet,Electronics,NorthAmerica,Rep_13,16,205.8,3292.8,2138.95
2023-08-09,Monitor,Accessories,Europe,Rep_11,8,876.68,7013.44,5327.18
2023-04-21,Monitor,Accessories,NA,Rep_19,12,563.44,6761.28,4384.07
2023-05-07,Monitor,Accessories,South America,Rep_19  ,1,410.71,410.71,297.46
2024-05-31,Tablet,Electronics,South America,Rep_1,10,893.5,8935.0,5686.67
2024-06-27,Router,Accessories,NA,Rep_18,15,194.81,2922.15,1948.22
2024-03-19,Printer,Accessories,South America,Rep_17,9,290.7,2616.3,1813.88
2023-07-01,Router,Accessories,Europe,Rep_5,7,151.96,1063.72,763.02
2023-04-17,Monitor,Accessories,Asia,Rep_17,19,402.11,7640.09,6301.68
2024-01-29,Monitor,Accessories,Europe,Rep_9,8,987.62,7900.96,5723.62
2024-02-12,Smartphone,Electronics,Asia,Rep_15,1,486.05,486.05,370.5
2023-05-17,Tablet,Electronics,South America,Rep_20,10,470.68,4706.8,3888.19
2024-12-17,Router,Accessories,Asia,Rep_18,18,,7106.4,5429.33
2023-11-18,Router,Accessories,Europe,Rep_7,1,668.28,668.28,507.73
2023-08-03,Printer,Accessories,Asia,Rep_12,13,726.96,9450.48,7075.68
2024-11-19, Tablet ,Electronics,Europe,Rep_17,7,228.56,1599.92,1292.13
2024-07-09,Router,Accessories,Asia,Rep_4,7,202.86,1420.02,1177.82
2023-12-27,Printer,Accessories,South America,Rep_19,3,283.88,851.64,640.72
2024-08-07,Router,Accessories,South America,Rep_18,1,116.31,116.31,97.45
2023-10-20,Monitor,Accessories,NorthAmerica,Rep_17  ,3,604.61,1813.83,1430.26
2023-04-20,Laptop,Electronics,South America,Rep_5,16,108.98,1743.68,1424.64
2023-02-24,Router,Accessories,NA,Rep_7  ,1,518.55,518.55,447.12
2023-10-01, Tablet ,Electronics,Asia,Rep_9,9,536.59,4829.31,3380.94
2023-05-30,Laptop,Electronics,Asia,Rep_7  ,9,578.42,5205.78,3920.83
2024-07-08,Laptop,Electronics,Asia,Rep_15,19,869.48,16520.12,14286.07
2023-04-15,Printer,Accessories,Europe,Rep_18,3,112.03,336.09,242.97
2024-02-03,Tablet,Electronics,Asia,Rep_2,8,113.96,911.68,623.83
